ID,SrNo,Timestamp,X_Acc,Y_Acc,Z_Acc,X_Gyro,Y_Gyro,Z_Gyro
prince,1,1771525384217,0.6380813288843672,1.844300062090625,11.17658870986443,3.6621073063287657,7.082058895752562,-6.521764924641749
prince,2,1771525384227,2.258715567378394,2.340547876138045,9.869791417834639,-2.758072754199075,8.267617846431916,-3.7589639052392214
prince,3,1771525384237,0.1552114242359747,-2.0519154505604065,7.124959062028248,1.1413345887082849,-0.857413264915915,0.6506802899562332
prince,4,1771525384247,-1.739560245573655,0.3206401024977232,8.240435987279882,-4.349581834829247,5.174576839242551,-4.197994116868607
prince,5,1771525384257,0.4385328431959729,-0.16944537499178075,8.33394409465253,-4.154472301237446,0.7746807683185615,-1.2681214386158761
prince,6,1771525384267,-2.219073532121451,0.8762227388211226,11.042735124946745,0.29556553207537783,-1.6460772781821582,1.687938008348884
prince,7,1771525384277,0.7586266545251965,0.7979055536757451,12.201518103125407,5.616630779589136,-9.233329098295883,3.057459417011685
prince,8,1771525384287,1.9928952978215944,-2.820864657369061,9.820681235978741,0.5388084655365128,-1.0303494474577848,3.10976842078073
prince,9,1771525384297,-1.5252202423093335,0.5283671667788661,10.455019247116793,-15.178488400674496,7.784738585392236,-6.4231342874152695
prince,10,1771525384307,-1.43734005817978,-0.2595595626861047,6.011285447592384,3.8280932880798497,-8.709914273177368,-4.2919322531733295
prince,11,1771525384317,0.9811198647291545,0.6164277566077013,8.700813798903622,1.887322233580869,2.0341063492311986,-0.05836148147915987
prince,12,1771525384327,-1.478584275196172,1.6028597938180136,11.295932944784543,-5.610630836849593,5.7320692786968355,0.5179445304374517
prince,13,1771525384337,1.435705383235112,-1.3860547288285057,9.860472279699277,5.574068282392081,-7.7596595150971766,7.460906683254423
prince,14,1771525384347,1.5345668796217837,0.09308576196194823,11.749101894868936,-0.8146969842765097,0.18842853388510283,-3.1540494933834804
prince,15,1771525384357,0.010445486787839247,1.5062623797280503,9.985440674568451,-0.8659107349375104,-11.682903502517991,-1.189745051596494
prince,16,1771525384367,-3.3484663318834613,-0.6531356419378391,7.892536516393473,2.2564491345404623,-1.1825324710396092,-4.270085170427025
prince,17,1771525384377,0.7238423629181827,-1.405983876838245,8.345285130261038,4.11378937753108,-9.104989216735312,-0.3081411436356998
prince,18,1771525384387,1.550257682229587,-1.6800084769713723,7.972977555091969,2.1117342668289614,-7.933970441078424,1.5202376220436133
prince,19,1771525384397,0.7275311711880607,-2.160151781946615,10.195286207528095,1.5520408666198358,-0.2667546944827599,-4.342982669510938
prince,20,1771525384407,-0.09225333861465668,1.6608369467893858,9.209287612303564,-5.3637066168163345,-10.721371462300011,-2.7304078210031815
prince,21,1771525384417,0.8152146508180931,-3.8529860870817587,11.167414003528073,4.691372425773379,-12.152475393961131,-3.3959071820422317
prince,22,1771525384427,-2.484053626441761,-1.3051120567552366,11.348922965744215,0.555972009814905,-3.178705442876411,2.883591008249118
prince,23,1771525384437,1.083671061645945,1.0480487659877282,7.3714814803496544,7.22677808222038,9.759733224656141,1.0358592386083871
prince,24,1771525384447,4.394558258969134,-0.10871692839300645,9.083897339755026,9.512732178988717,-7.9043997920402145,1.9976634238096984
prince,25,1771525384457,1.4545449082599837,2.6217241024164664,10.326091345167606,4.571471213821284,-1.7111869677141023,6.142640277281023
prince,26,1771525384467,0.8917634251403368,-1.7529935138890127,10.113464790738158,3.690493984816154,-3.3450960438829873,0.0943423248491041
prince,27,1771525384477,-0.536745646872028,-1.2929482790514502,11.73036094397981,-1.472488540537925,1.7187026835553083,-1.6258383425142586
prince,28,1771525384487,-2.1284729989506457,2.62565983460212,10.204320900759415,-2.334137469910165,-3.456808826918019,1.6601336774466409
prince,29,1771525384497,-1.1057670350533166,0.999047370746291,9.524348539911305,-2.5399509675502783,2.358230134048333,-4.824083599298328
prince,30,1771525384507,3.0641479634376014,0.027467659724684207,6.833838436100543,-5.181516016213909,-2.5700169159945316,-4.969283742946725
prince,31,1771525384517,-0.1264692090098739,-0.13060019418502494,7.910372821433763,-3.789445557341543,0.2444916021843393,-4.429325576770932
prince,32,1771525384527,-1.7862490946158565,-1.114515139345979,10.872942102350827,-2.214165269244829,-4.918449287354388,0.5983205616286986
prince,33,1771525384537,1.7723848705186867,1.5442317831928207,9.874676985928156,12.153958977835432,-7.494618564716287,3.382645566231525
prince,34,1771525384547,-2.121077376369584,0.5853637809883836,12.821075568218792,-2.347509494041211,-3.2047440989305302,0.008105671635166789
prince,35,1771525384557,0.4838719758857738,-2.776313767896245,9.801860156025455,1.576523484336177,-10.889380534181996,-2.119748547757095
prince,36,1771525384567,3.3750281701638354,-0.8598496601520558,9.510028180936384,0.12064294963657485,-13.82547198430642,0.4305151405256342
prince,37,1771525384577,-0.0034712702951855815,-0.25902455590803586,9.055256788132253,-2.3401474746648825,-3.443848961017456,-0.20908843474131478
prince,38,1771525384587,-3.3000136919189997,0.11091491399204445,8.71327041372004,-2.1326388597079005,-13.247182110028778,1.632577389296895
prince,39,1771525384597,0.48465885031236794,-0.26366448342092974,10.976922398968957,1.06123427830835,-4.037612872732486,-0.21525679277002951
prince,40,1771525384607,1.451034316837731,-4.000493249019958,8.543894729138005,-0.3168636242634797,-2.354828222571565,-6.7928837706243845
prince,41,1771525384617,-1.1638646281750469,1.5032798632689235,11.132782815585031,-12.713194778054,-4.346568648011526,0.7675131735179805
prince,42,1771525384627,2.104744121695109,2.029949219621109,11.666683883861106,1.389034324607385,-1.3850062699149328,0.6121442869885625
prince,43,1771525384637,-0.11429881362856202,-1.015685803449564,7.084775194987785,-0.48165777473253973,-8.02326853360358,-1.2529951525251484
prince,44,1771525384647,-3.731946145941891,0.9726981885326236,9.560026851269146,-3.012817701929167,1.9084575115629527,-7.906207461434118
prince,45,1771525384657,0.36321633159638256,-2.5181002239632964,5.184415561675089,5.882006608956464,7.713735390565549,-8.732046341010044
prince,46,1771525384667,2.4903462426739047,2.754056055835454,11.115720919096693,5.646701793295975,6.704560141336771,2.378453517877267
prince,47,1771525384677,0.8350600864101354,2.218912817879383,12.265751770328995,4.180248601621745,3.7309611967143743,0.906178218210944
prince,48,1771525384687,0.5343276616769408,-0.4776581171867881,8.96238364309886,0.38074388327787845,13.094930759518888,1.7947033828984325
prince,49,1771525384697,-0.25194800379776794,0.781068500544702,11.425282843088029,-0.24733329869637544,1.2486672730372463,-0.9977456622715817
prince,50,1771525384707,-3.0543989883232885,1.1548254671326332,6.48373908122193,3.417081616779166,15.521775485589995,-1.0654742009682159
prince,51,1771525384717,-0.5584931432626857,0.06320471496555835,9.841344012088001,2.019400077510486,-5.7356400916756805,-2.971415812763307
prince,52,1771525384727,3.382962379147378,3.350853099457524,9.884496045168081,4.103905073252216,2.536161213592054,-5.755815792143409
prince,53,1771525384737,0.19310846228448045,-2.4605916076377734,9.03299510077763,5.686370408472106,-0.8443870142626185,-8.315506780009452
prince,54,1771525384747,-1.503109850454185,-2.0706406088451805,11.941064163273555,-1.3248376090322551,-9.659526518397005,-4.02655228661876
prince,55,1771525384757,0.35094373594925155,0.7640104805922703,9.607394085700532,-2.802252097468526,-3.608511321924405,-3.1378818700660367
prince,56,1771525384767,-1.7952561698462761,1.542556833184965,8.530867203945744,0.7166940408909734,11.32855096357261,-4.218695085633795
prince,57,1771525384777,0.48288964256597106,0.30042484677722125,10.795731255696968,5.904940765154059,-3.2157664840042073,7.010799555488054
