ID,SrNo,Timestamp,X_Acc,Y_Acc,Z_Acc,X_Gyro,Y_Gyro,Z_Gyro
prince,1,1771525383868,-1.1774250447776546,1.0273488857911741,10.450220827436432,-6.680364209392793,1.9539736273235127,-4.511094948958992
prince,2,1771525383878,2.365567639374661,1.090188341708861,10.419445932666841,2.6283418220367682,-2.0690446899314425,-0.9591129225583381
prince,3,1771525383888,-0.5422368286484821,-1.9396819138849408,8.552204854418546,-1.3031153341447883,-3.241709502713796,4.257067134239432
prince,4,1771525383898,-0.30410855326769115,-0.03588066164630882,9.66119640394065,1.9806403362344684,3.827488353177267,-3.8891654670392577
prince,5,1771525383908,-0.47482352240406,0.18180164165345863,8.6512051316703,0.5752615305437003,1.4452122693170157,-2.987530736971049
prince,6,1771525383918,-1.0593311050681824,0.026812578417811483,10.65375518624171,0.45999245300727537,1.3007625376702765,1.4885388939316384
prince,7,1771525383928,0.7883699819469783,1.7087143783242753,11.66830714356355,0.4162159819010345,4.050339998576625,3.2321293895845584
prince,8,1771525383938,1.1658772430643376,-0.6529900474589991,9.706709873531702,-2.944628602218115,4.745698097448597,-1.5968535623598186
prince,9,1771525383948,0.7400898408255485,-0.907873623947146,10.627576427340305,3.999759795361124,-4.476533954503537,-2.9946670746377713
prince,10,1771525383958,-0.382486573158494,1.7145636601927148,8.731883471690814,2.733571859573424,2.96012175173612,1.2019638281783793
prince,11,1771525383968,-0.8119889576595072,-0.6493795818268115,8.321630415479047,-6.124271162299584,-1.5808447384625657,-3.067868082737707
prince,12,1771525383978,0.3179017736805163,0.0818786271206981,10.100447191913515,0.4205418292087797,-1.0570190490042868,-5.203273755718036
prince,13,1771525383988,0.9146838205994143,-1.6252333009734032,9.249623853101356,2.98383396206599,7.527454142200115,-1.6344805431927816
prince,14,1771525383998,2.151128188700695,0.0025190086053868965,12.06844924954974,1.8744193135100244,3.2497666019690503,1.9470409742519803
prince,15,1771525384008,-0.9880150738186603,2.67382883628622,10.14045975637329,-5.653451488279462,8.101951021737957,4.074323326198368
prince,16,1771525384018,-1.4867845647011886,-0.3645393035084092,9.149292667275736,1.553987932719243,0.8991833946143458,-1.4811267781011055
prince,17,1771525384028,0.4020262735776453,-0.6962331327491696,9.154749853335325,1.9331359180279362,-2.917086871428753,0.5692533227641268
prince,18,1771525384038,-0.21457018222300728,-0.4126703343484057,7.289226542093482,0.048077327994130226,1.050735215032049,-4.197547586706087
prince,19,1771525384048,0.47408102719457296,-0.719347602795509,10.866908318831427,4.543923321810865,-5.310469519208192,1.4523787218154958
prince,20,1771525384058,1.2812236722570094,2.1434032799993137,9.490387985708868,2.704602582304047,0.4686649286818665,-2.5567924210339634
prince,21,1771525384068,-0.03864156183944863,-0.85664663268059,9.53561587648908,2.8473848792362495,1.9901479720311135,-4.418598722765971
prince,22,1771525384078,-3.0031518847621195,0.04205853475256438,11.309020923002274,-3.778948582754774,7.3456266101041825,1.4036654551897543
prince,23,1771525384088,-0.2845969849396597,1.1567419572954887,8.170196603126392,-2.241263998343636,0.128899620937176,-3.9959997383860184
prince,24,1771525384098,1.2892755829424656,0.5531475845411902,8.635397791497125,-2.57742479727037,-2.2351951678399136,-1.161797113248761
prince,25,1771525384108,-1.6139621535024897,0.3983396657041841,8.199754660211664,-5.035632825693122,-6.553893137935708,-2.1855125302245018
prince,26,1771525384118,0.7294695327514469,0.03473879897974608,10.01254108879164,5.874369753462851,1.6840823565925587,0.7741303610015104
prince,27,1771525384128,0.3590135106989375,-1.0621823680985454,11.527014098990698,-0.20587739831064678,3.2526514343832567,0.6875317867159956
prince,28,1771525384138,-2.241639749662788,2.642666988141091,9.08923825977744,-5.835320626563805,6.966255387238127,-5.803372092100671
prince,29,1771525384148,-0.8673460484316328,0.3706907999789535,10.017011349307372,-3.416807038537695,1.7267638209177825,-1.7152893231006088
prince,30,1771525384158,1.2003533109353934,0.35310033486292214,8.239371916372225,-5.47315612615173,3.3321422219320267,1.5090405980763673
prince,31,1771525384168,0.565199111374003,-0.04220778580172935,8.350410152019077,0.7023136567312604,0.8193199356102348,-3.4419302754188204
prince,32,1771525384178,-1.4946451260156128,-0.3725320585753261,10.007688063588652,-1.8655479547719742,3.1817779253014438,-2.6267204573759235
